id_unikalne,status_on_close,closed_date,comment
PL-B-DS-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LB-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-WM-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LB-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PK-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LB-004,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-012,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-012,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-013,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-014,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-005,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-013,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-014,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-006,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-007,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-027,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-028,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-029,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-015,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-012,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SK-015,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-016,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MA-013,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LU-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-WM-002,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PK-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PD-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-009,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-012,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-017,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-030,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-031,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-032,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-033,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-034,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-035,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-036,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-019,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-MZ-020,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-OP-014,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-037,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-LD-008,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-ZP-003,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-SL-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-DS-011,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-WP-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-PM-010,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-KP-001,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-057,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-058,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-059,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-193,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-194,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-195,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-195,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-196,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-197,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-198,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-199,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-200,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-201,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-202,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-210,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
PL-B-XX-211,DO_WERYFIKACJI_PARKED,2026-08-12,parked; reactivate if Marcel wants more PL coverage
