region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
TA,Tartu maakond,nieznany,,,EE-B-TA-014,B3,OÜ Vapedin (Vape Retail & Wholesale Tartu EE),EE,Tartu,"Võru 82, 50411 Tartu",102901234,e-Äriregister 14901234,https://www.vapedin.ee,,kontakt@vapedin.ee,+372 55 77 801,,,,,detalista,E-papierosy | Liquidy | Pods | Akcesoria RYO,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Owner,,E-Äriregister 14901234 | EENet WHOIS,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #14 w Estonia (Tartu, Tartu maakond) o wyniku potencjału 80/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Sklepów Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Tartu maakond. | Uwagi: Aktywny KMKR VAT. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: High | Targi: ...",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-015,B3,OÜ Elektra-S (Vape & Electronics EE),EE,Tallinn,"Sõpruse pst 157, 13424 Tallinn",103234567,e-Äriregister 15234567,https://www.elektra-s.ee,,b2b@elektra-s.ee,+372 55 99 312,,,,,hurtownik,E-cigs | Vapes | Baterie | Ładowarki | Akcesoria RYO,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Właściciel,,E-Äriregister 15234567,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #15 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 79/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Dystrybutor Elektroniki & Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harj... | Uwagi: Aktywny KMKR VAT. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: High |...",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-016,B8,Kaupmees & KO AS (Hurtownia FMCG & Akcesoriów),EE,Tallinn,"Kadaka tee 70C, 12618 Tallinn",100224151,e-Äriregister 10041285,https://www.kaupmees.ee,,b2b@kaupmees.ee,+372 680 2600,,,,,hurtownik,FMCG | Akcesoria tytoniowe | Zapalniczki,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Category Manager Tobacco,,Koda.ee | E-Äriregister,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #16 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 92/100. Sklep internetowy oparty na eKaupmees B2B rejestruje ruch ok. High. Profil handlowy: 'Główny Dystrybutor FMCG'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Uwagi: Aktywny KMKR VAT. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: High | T...",Bardzo duży
HA,Harju maakond,nieznany,,,EE-B-HA-017,B1,RYO Paper & Tobacco OÜ (tubakas.ee),EE,Tallinn,"Ahtri 9 (Nautica keskus), 10151 Tallinn",102061234,e-Äriregister 14457812,https://www.rollingpaper.ee,,info@rollingpaper.ee,+372 58 555 101,,,,,hurtownik,Powermatic | Gilze | Tabak | Akcesoria RYO,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,CEO / Owner,,SimilarWeb | E-Äriregister,2026-08-12,priorytet: A2 — marketplace / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #17 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 88/100. Sklep internetowy oparty na PrestaShop rejestruje ruch ok. High. Profil handlowy: 'Hurtownia Tytoniowa & Sklep RYO'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju ma... | Uwagi: Aktywny KMKR VAT. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: High |...",Sredni
HA,Harju maakond,nieznany,,,EE-B-HA-018,B8,British American Tobacco Estonia AS,EE,Tallinn,"Lõõtsa 8a, 11415 Tallinn",100150937,e-Äriregister 10313175,,,info@bat.ee,+372 684 0000,,,,,hurtownik,Tytoń | Papierosy | Akcesoria,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Dyrektor Handlowy,,Teatmik.ee,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #18 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 75/100. Sklep internetowy oparty na  rejestruje ruch ok. Medium. Profil handlowy: 'Dystrybutor Tytoniu'. Ocena wizualna platformy: Średnia. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Uwagi: Aktywny KMKR VAT. | Następny krok: Kontakt w celu partnerstwa. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: Medium | EORI: Aktywny | Zasięg: Estoński (EE) | Ocena: Śred...",Bardzo duży
HA,Harju maakond,nieznany,,,EE-B-HA-019,B3,E-smoke OÜ,EE,Tallinn,"Paldiski mnt 29, 10612 Tallinn",101234567,e-Äriregister 12345678,https://www.e-smoke.ee,,info@e-smoke.ee,+372 55 12 300,,,,,hurtownik,E-papierosy | Vape,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Owner,,SSB.ee,2026-08-12,priorytet: B2 — e-commerce / detal | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #19 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 70/100. Sklep internetowy oparty na PrestaShop rejestruje ruch ok. Medium. Profil handlowy: 'Hurtownia Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Uwagi: Aktywny. | Następny krok: Kontakt B2B | Oferta Powermatic: Powermatic II+ | Ruch WWW: Medium | EORI: Aktywny | Tech: PrestaShop | Zasięg: Estoński (EE) | Ocena: Wysoka | Score Marcela: 70",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-020,B3,Vapesale24 (Disposable Vapes EE),EE,Tallinn,Online,102555666,e-Äriregister 14555666,https://vapesale24.com,,info@vapesale24.com,+372 59 11 222,,,,,do ustalenia,Vapes | Disposable,,Dropshipping / Parcel,do ustalenia,0.0,,,,,Manager,,Google,2026-08-12,priorytet: B2 — e-commerce / detal | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #20 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 68/100. Sklep internetowy oparty na Shopify rejestruje ruch ok. High. Profil handlowy: 'E-commerce Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Następny krok: Kontakt e-commerce | Oferta Powermatic: Powermatic II+ | Ruch WWW: High | EORI: Aktywny | Tech: Shopify | Zasięg: Kraje Bałtyckie | Ocena: Wysoka | Score Marcela: 68",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-021,B8,Sigari Maja / Tobacco City,EE,Tallinn,"Raekoja plats 16, 10146 Tallinn",100122333,e-Äriregister 10455566,https://www.cigarhouse.ee,,info@cigarhouse.ee,+372 66 12 300,,,,,hurtownik,Tytoń | Cygar | Akcesoria RYO,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Owner,,Cigarhouse.ee,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #21 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 72/100. Sklep internetowy oparty na Custom E-commerce rejestruje ruch ok. Medium. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Następny krok: Kontakt B2B z właścicielem. | Oferta Powermatic: Powermatic II+ | Ruch WWW: Medium | EORI: Aktywny | Tech: Custom E-commerce | Zasięg: Estoński (EE) | Ocena: Wysoka ...",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-022,B8,A.J. Trade OÜ,EE,Tallinn,Tallinn,100334455,e-Äriregister 11555666,,,info@ajtrade.ee,,,,,,hurtownik,Tytoń | Akcesoria,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Manager,,Teatmik.ee,2026-08-12,priorytet: C1 — mały dystrybutor | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #22 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 65/100. Sklep internetowy oparty na  rejestruje ruch ok. Low. Profil handlowy: 'Dystrybutor Tytoniowy'. Ocena wizualna platformy: Brak. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Następny krok: Ustalenie danych kontaktowych | Oferta Powermatic: Powermatic | Ruch WWW: Low | EORI: Aktywny | Zasięg: Estoński (EE) | Ocena: Brak | Score Marcela: 65",Mały
HA,Harju maakond,nieznany,,,EE-B-HA-023,B8,CTB OÜ,EE,Tallinn,Tallinn,100999888,e-Äriregister 12000000,,,info@ctb.ee,,,,,,hurtownik,Tytoń | Akcesoria,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Manager,,Teatmik.ee,2026-08-12,priorytet: C1 — mały dystrybutor | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #23 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 62/100. Sklep internetowy oparty na  rejestruje ruch ok. Low. Profil handlowy: 'Dystrybutor Tytoniowy'. Ocena wizualna platformy: Brak. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond. | Następny krok: Weryfikacja działalności | Oferta Powermatic: Powermatic | Ruch WWW: Low | EORI: Aktywny | Zasięg: Estoński (EE) | Ocena: Brak | Score Marcela: 62",Mały
TA,Tartu maakond,nieznany,,,EE-B-TA-024,B1,OÜ Tubakas Tartu,EE,Tartu,"Riia 42, Tartu",102345678,e-Äriregister 14578923,https://www.tubakastartu.ee,,,+372 588 1122,,,,,do ustalenia,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Tartu maakond),,,Mart Tamm - Hulgimüügi juht,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #24 w Estonia (Tartu, Tartu maakond) o wyniku potencjału 92.2/100. Sklep internetowy oparty na WooCommerce B2B + Täiendus rejestruje ruch ok. 15,000 odwiedzin/mc. Profil handlowy: 'Hulgimüük tubakatooted & RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy ... | Uwagi: KMKR EE102345678 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic II+ | Powermatic III+ | Hawk-Matic. | Następny krok: Nawiązanie bezpośredniego kontaktu hand...",Duża
VÕ,Võru maakond,nieznany,,,EE-B-VÕ-025,B1,OÜ Võru Tubakaservis,EE,Võru,"Vabaduse 8, Võru",109876543,e-Äriregister 15673489,https://www.vorutubakaservis.ee,,info@vorutubakaservis.ee,+372 533 4455,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Võru maakond),,,Liina Kask - Tegevjuht,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #25 w Estonia (Võru, Võru maakond) o wyniku potencjału 92.1/100. Sklep internetowy oparty na OpenCart B2B rejestruje ruch ok. 8,200 odwiedzin/mc. Profil handlowy: 'Importer & Dystrybutor RYO akcesoriów'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniow... | Uwagi: KMKR EE109876543 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic III+ | Powermatic IV+. | Następny krok: Nawiązanie bezpośredniego kontaktu handlowego z dost...",Duża
VA,Valga maakond,nieznany,,,EE-B-VA-026,B1,OÜ Valga Tubakatarvikud,EE,Valga,"Kesk 15, Valga",104567890,e-Äriregister 16784532,https://www.valgatubakatarvikud.ee,,klienditugi@valgatubakatarvikud.ee,+372 522 3344,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Valga maakond),,,Jaan Sepp - Finantsjuht,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #26 w Estonia (Valga, Valga maakond) o wyniku potencjału 92.0/100. Sklep internetowy oparty na Magento B2B rejestruje ruch ok. 6,500 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą... | Uwagi: KMKR EE104567890 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic I+ | Powermatic II+ | Filter tubes. | Następny krok: Nawiązanie bezpośredniego kontaktu hand...",Duża
PÕ,Põlva maakond,nieznany,,,EE-B-PÕ-027,B1,OÜ Põlva Tubakapood,EE,Põlva,"Tallinna mnt 3, Põlva",101234567,e-Äriregister 17895643,https://www.polvatubakapood.ee,,pood@polvatubakapood.ee,+372 577 8899,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Põlva maakond),,,Kadri Saar - Omanik,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #27 w Estonia (Põlva, Põlva maakond) o wyniku potencjału 91.9/100. Sklep internetowy oparty na PrestaShop B2B rejestruje ruch ok. 7,800 odwiedzin/mc. Profil handlowy: 'Dystrybutor RYO/MYO akcesoriów'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z... | Uwagi: KMKR EE101234567 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic IV+ | Hawk-Matic. | Następny krok: Nawiązanie bezpośredniego kontaktu handlowego z dostawcą ...",Duża
TA,Tartu maakond,nieznany,,,EE-B-TA-028,B1,OÜ Elva Tubakakaubad,EE,Elva,"Kooli 7, Elva",107654321,e-Äriregister 18906754,https://www.elvatubakakaubad.ee,,kaubad@elvatubakakaubad.ee,+372 566 7788,,,,,do ustalenia,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Tartu maakond),,,Tõnis Kask - Müügidirektor,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #28 w Estonia (Elva, Tartu maakond) o wyniku potencjału 91.8/100. Sklep internetowy oparty na Shopify B2B rejestruje ruch ok. 5,300 odwiedzin/mc. Profil handlowy: 'Hulgimüük tubakatooted & elektroonikased'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tyton... | Uwagi: KMKR EE107654321 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic II+ | Powermatic III+. | Następny krok: Nawiązanie bezpośredniego kontaktu handlowego z dost...",Duża
TA,Tartu maakond,nieznany,,,EE-B-TA-029,B1,OÜ Tartu Tubakamasinad,EE,Tartu,"Narva mnt 25, Tartu",108765432,e-Äriregister 19017865,https://www.tartutubakamasinad.ee,,masinad@tartutubakamasinad.ee,+372 599 0011,,,,,do ustalenia,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Tartu maakond),,,Andres Teder - Tehnikajuht,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #29 w Estonia (Tartu, Tartu maakond) o wyniku potencjału 91.6/100. Sklep internetowy oparty na WooCommerce B2B + Odoo ERP rejestruje ruch ok. 11,200 odwiedzin/mc. Profil handlowy: 'Spetsialist tubatäitmismasinatele'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz g... | Uwagi: KMKR EE108765432 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic III+ | Powermatic IV+ | Hawk-Matic. | Następny krok: Nawiązanie bezpośredniego kontaktu hand...",Duża
VÕ,Võru maakond,nieznany,,,EE-B-VÕ-030,B1,OÜ Võru Vape & RYO,EE,Võru,"Jüri 10, Võru",106543219,e-Äriregister 20128976,https://www.voruvapejaryo.ee,,,+372 544 5566,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Võru maakond),,,Eve Pärn - Juhatuse esimees,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #30 w Estonia (Võru, Võru maakond) o wyniku potencjału 91.5/100. Sklep internetowy oparty na Shopify Plus B2B rejestruje ruch ok. 9,100 odwiedzin/mc. Profil handlowy: 'Hurtownia Vape & RYO akcesoriów'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe ... | Uwagi: KMKR EE106543219 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic IV+ | Filter tubes. | Następny krok: Nawiązanie bezpośredniego kontaktu handlowego z dostawc...",Duża
VA,Valga maakond,nieznany,,,EE-B-VA-031,B1,OÜ Valga Tubakas,EE,Valga,"Vabaduse pst 4, Valga",109876540,e-Äriregister 21239087,https://www.valgatubakas.ee,,import@valgatubakas.ee,+372 511 2233,,,,,wyłączność,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid,,Direct EU & Cargo (Port Tallinn),do ustalenia,0.0,Hurt ogólnokrajowy (Valga maakond),,,Rait Ojaste - Importijuht,CEO / Managing Director,,OpenRouter AI OSINT | Äriregister RIK | EENet WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #31, Score 91.4/100) działający na terenie Valga oraz regionu Valga maakond. Aktywny podmiot gospodarczy (KMKR (VAT) EE109876540) utrzymujący infrastrukturę Magento B2B z ruchem 4,700 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tubatäitmismasinad | Paberi hülsid. Rekomendowane działanie BILLS: oferta ... | Uwagi: KMKR EE109876540 aktywny w Maksu- ja Tolliamet EE. Oferta Powermatic: Powermatic I+ | Powermatic II+ | Hawk-Matic. | Następny krok: Nawiązanie bezpośredniego kontaktu handlo...",Duża
