related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
,,MD-A-011,A1,Tabacco House (Varlaam),MD,,,,ChIJywMuIAt9yUARi4raZv65hGg,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJywMuIAt9yUARi4raZv65hGg),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-012,A1,Colan Accessories,MD,,,,ChIJOXpI9vN9yUARWwnfGKA36tU,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJOXpI9vN9yUARWwnfGKA36tU),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-013,A1,E-SMOKE,MD,,,,ChIJ0zxyZt19yUARqlngM9PpAJw,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJ0zxyZt19yUARqlngM9PpAJw),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-014,A1,Tutunmd,MD,,,,ChIJrSirAqx9yUARd40Bt8U8rBo,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJrSirAqx9yUARd40Bt8U8rBo),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-015,A1,Magazin Angro,MD,,,,ChIJpVbG4559yUAR1r1PdSKdGRo,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJpVbG4559yUAR1r1PdSKdGRo),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-016,A1,Accesorii,MD,,,,ChIJu4OX8i99yUARd-AaV37Fl6A,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJu4OX8i99yUARd-AaV37Fl6A),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-017,A1,Cupaj2020 SRL,MD,,,,ChIJ8cjJHzV9yUARAZbFjgS0NKk,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: accesorii fumat distribuitor angro Chisinau (ID: ChIJ8cjJHzV9yUARAZbFjgS0NKk),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-018,A1,Tabacco House (Independenței),MD,,,,ChIJOfkYPIx5yUAR06FVeT-qa8c,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: distribuitor produse din tutun Moldova (ID: ChIJOfkYPIx5yUAR06FVeT-qa8c),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-019,A1,Tabaks.md,MD,,,,ChIJASzRqs9ny0ARXdB1CJxi47w,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: distribuitor produse din tutun Moldova (ID: ChIJASzRqs9ny0ARXdB1CJxi47w),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,MD-A-020,A1,International Tobacco SRL,MD,,,,ChIJFVHKrHfvy0ARguTcwdQCsT4,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: distribuitor produse din tutun Moldova (ID: ChIJFVHKrHfvy0ARguTcwdQCsT4),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
