score,whale,country,iso,id,name,miasto,kategoria,tier,powinowactwo,wolumen,confidence,kanal,email,telefon,www,decydent,notatki,flagi
10,✓,Słowacja,SK,SK-B-014,Imperial Brands Slovakia a. s.,Bratislava,B9,hurtownik,5,średni,🔴,Hurt ogólnokrajowy,info@sk.imptob.com,+421 2 5823 8111,https://www.imperialbrandsplc.com,Vernon Little,"Oddział Imperial Brands (właściciel marki Rizla i tytoni) na Słowacji. | marki_nabijarki: Cigarety, Tabak, Rizla papieriky, Fajčiarske príslušenstvo",(VIES / FinStat) 2026-08-31 ✅ FROZEN (API)
10,✓,Słowacja,SK,SK-B-015,Philip Morris Slovakia s.r.o.,Bratislava,B9,hurtownik,5,średni,🔴,Hurt ogólnokrajowy,infoline.sk@pmi.com,+421 2 5828 0111,https://www.pmi.com,Martin Medveď,"Oddział Philip Morris International na Słowacji. | marki_nabijarki: Tabakové výrobky, Bezdymové zariadenia IQOS, Cigarety",(VIES / FinStat) 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-001,"TOBAČNA 3DVA, d.o.o. (Trafika 3DVA)",Ljubljana,B8,hurtownik,5,duży,🔴,Hurt B2B & Sieć 200+ trafík 3DVA,3dvainfo@si.imptob.com,+386 1 477 73 19,https://www.trafika3dva.si,Milan Rus,Największa narodowa sieć ponad 200 kiosków i saloników prasowo-tytoniowych Trafika 3DVA w Słowenii. | Profil/Sourcing: Trošarinski promet (FURS Carina) | marki_nabijarki: Tobačni izdelki | Cigaretni p,| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-002,"DELO PRODAJA, d.o.o.",Ljubljana,B8,hurtownik,4,duży,🔴,Distribucija & Sieć kiosków,info@deloprodaja.si,+386 1 230 65 00,https://www.deloprodaja.si,Vodstvo družbe,"Wiodący ogólnokrajowy dystrybutor prasy, wyrobów tytoniowych i akcesoriów w Słowenii. | marki_nabijarki: Časopisi | Tobačni izdelki | Kadilski pribor",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-003,Poslovni sistem Mercator d.o.o. (Cash & Carry),Ljubljana,B8,hurtownik,5,duży,🔴,Cash & Carry Veleprodaja ogólnokrajowa,info@mercator.si,+386 1 560 10 00,https://www.mercator.si,Tomislav Đurić,Największa sieć hurtowni samoobsługowych Cash & Carry i dystrybutor FMCG oraz tytoniu w Słowenii. | marki_nabijarki: FMCG | Tobačni izdelki | Veleprodaja,| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-005,"JT International Ljubljana, d.o.o.",Ljubljana,B9,hurtownik,5,średni,🔴,Veleprodaja ogólnokrajowa,info.slovenia@jti.com,+386 1 586 31 00,https://www.jti.com,Vodstvo podjetja,Słoweński oddział koncernu Japan Tobacco International. | Profil/Sourcing: Trošarinsko skladišče / FURS Carina | marki_nabijarki: Tobačni izdelki | Cigarete | Pripomočki,| Priorytet: B9 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-006,"Philip Morris Ljubljana, d.o.o.",Ljubljana,B9,hurtownik,5,średni,🔴,Veleprodaja ogólnokrajowa,infoline.si@pmi.com,+386 1 586 37 00,https://www.pmi.com,Vodstvo družbe,Słoweński oddział koncernu Philip Morris International. | marki_nabijarki: Tobačni izdelki | IQOS | Cigarete,| Priorytet: B9 2026-08-31 ✅ FROZEN (API)
10,✓,Słowenia,SI,SI-B-011,Tobačna Grosist d.o.o.,Ljubljana,B2,hurtownik,5,,,B2B wholesale,tobacna-grosist@si.imptob.com,+386 1 4777 100,https://tobacna-grosist.si,,SI #1 largest tobacco wholesale distributor. Exclusive representative + distributor of tobacco products. Founded 1991. 90 employees. 3000+ retail points + HoReCa across Slovenia. Part of Tobačna Ljubl,FROZEN ⚠️ DO-WERYFIKACJI
9,✓,Bułgaria,BG,BG-B-001,Tobacco Distribution OOD,Sofia,B8,hurtownik,5,średni,🟢,,office@tobacco.bg,+359 879 336 630,https://tobacco.bg,Yani Georgiev,"Licencja BG5800V012306. Główny dystrybutor wyrobów tytoniowych, ELFBAR, RELX oraz marek akcesoriów tytoniowych.",QS: 90/100 | 2026-09-01 ✅ FROZEN (API)
9,✓,Bułgaria,BG,BG-B-018,ЕКСПРЕС ЛОГИСТИКА И ДИСТРИБУЦИЯ ЕООД (ELD Ltd),София,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,office@eld.bg,+359 2 805 15 00,https://eld.bg,Христо Григориев Лефтеров,Największy bułgarski operator dystrybucji bezpośredniej wyrobów tytoniowych i FMCG z ponad 15 centrami magazynowymi w całym kraju.,2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-004,JT INTERNATIONAL ZAGREB d.o.o.,Zagreb,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,zagreb.office@jti.com,+385 1 6005 600,https://www.jti.com,Tomaz Maver,Chorwackie ramię dystrybucyjne koncernu Japan Tobacco International (JTI). | marki_nabijarki: Winston | Camel | LD | Benson & Hedges,2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-005,PHILIP MORRIS ZAGREB d.o.o.,Zagreb,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,contact.zagreb@pmi.com,+385 1 6160 600,https://www.pmi.com,Anita Letica,Chorwackie ramię dystrybucyjne Philip Morris International. | marki_nabijarki: Marlboro | Chesterfield | L&M | IQOS,2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-006,HRVATSKI DUHANI d.d.,Virovitica,B8,producent,3,duży,🟢,B2B przemysłowy,info@hrvatskiduhani.hr,+385 33 803 000,https://www.hrvatskiduhani.hr,Aleksandra Grigić,"Największa chorwacka firma zajmująca się uprawą, skupem i pierwotną obróbką tytoniu (część grupy BAT). | marki_nabijarki: surowiec tytoniowy | obróbka tytoniu",2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-008,ORBICO d.o.o.,Zagreb,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,info.croatia@orbico.com,+385 1 3444 800,https://www.orbico.hr,Uprava / Branko Roglić,Największy niezależny operator logistyczno-dystrybucyjny w Europie Środkowo-Wschodniej (Grupa Orbico) z rozbudowaną logistyką tytoniową i FMCG w Chorwacji. | marki_nabijarki: FMCG | wyroby tytoniowe |,2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-009,ATLANTIC TRADE d.o.o. (Atlantic Grupa),Zagreb,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,kontakt@atlanticgrupa.com,+385 1 2413 900,https://www.atlanticgrupa.com,Uprava / Emil Tedeschi,"Główne ramię dystrybucyjne Atlantic Grupy obsługujące ogólnokrajową sieć punktów sprzedaży detalicznej, stacji paliw i kiosków. | marki_nabijarki: zapalniczki | akcesoria dla palaczy | FMCG",2026-09-01 ✅ FROZEN (API)
9,✓,Chorwacja,HR,HR-B-010,ALCA ZAGREB d.o.o.,Zagreb,B8,hurtownik,3,duży,🟢,B2B ogólnokrajowy,alca@alca.hr,+385 1 2481 111,https://www.alca.hr,Uprava,Wiodąca firma logistyczno-dystrybucyjna w Chorwacji reprezentująca międzynarodowe marki FMCG i artykułów konsumpcyjnych. | marki_nabijarki: FMCG | artykuły użytkowe | akcesoria,2026-09-01 ✅ FROZEN (API)
9,✓,Estonia,EE,EE-B-011,Imperial Tobacco Estonia OÜ,Tallinn,B8,hurtownik,3,mały,🟢,B2B,info@imperialtobacco.ee,+372 622 1881,https://www.imperialbrands.ee,Ulf Erik Joakim Högberg Jacobsson,"🐋 Część Imperial Brands PLC (UK, Bristol) — 4. największy producent tytoniu na świecie. EMTAK 46.35. Spadający revenue (€5M → €0 w 4 lata). Mimo to strategiczny: własność grupy, kontakt do HQ EU. Brak",2026-08-31 ✅ FROZEN (API)
9,✓,Estonia,EE,EE-B-012,RYO Paper & Tobacco OÜ,Tallinn,B4,detalista,3,mały,🟢,B2B,info@rollingpaper.ee,+372 5559 0002,https://www.rollingpaper.ee,Jüri Erm,"🏪 Sklep stacjonarny w Nautica Center (Ahtri 9, Tallinn) + e-commerce. Największy wybór RYO w regionie. Brak wysyłki tytoniu pocztą (zakaz prawny EE). Wholesale: osobne kontakty. Emtak 47.26. | Najwięk",2026-08-31 ✅ FROZEN (API)
9,✓,Francja,FR,FR-B-001,LOGISTA FRANCE (SAF),Vincennes,B8,hurtownik,4,duży,🟢,B2B (dostawca do 23k buralistów),recouvrement.lognes@logista.com,+33 1 43 98 61 00,https://www.logista.fr,Mathilde Goffard (Keszey),Hurtownik nr 1 we Francji (dostawca do 23 000 punktów buraliste). Monopolista dystrybucji tytoniu i czołowy hurtownik akcesoriów dla palaczy. | marki_nabijarki: Akcesoria RYO/MYO | Tytoń,2026-08-31 ✅ FROZEN (API)
9,✓,Rumunia,RO,RO-B-013,INTERBRANDS ORBICO SRL,București,B8,hurtownik,5,duży,🟢,Dystrybucja ogólnokrajowa B2B (Orbico Group),office.romania@orbico.com,+40 21 407 77 00,https://www.orbico.ro,Mario Matić,Największy ogólnokrajowy dystrybutor FMCG i wyrobów tytoniowych w Rumunii (część Orbico Group | oficjalny dystrybutor Philip Morris). | marki_nabijarki: Wyroby tytoniowe (Philip Morris) | FMCG,2026-08-31 ✅ FROZEN (API)
7,✓,Litwa,LT,LT-B-006,UAB Ecodumas,Kaunas,B6,hurtownik,2,średni,🟢,,wholesale@ecodumas.com,+370 683 08280,https://ecodumas.com,Mindaugas Šimkus,One of the largest e-cigarette and e-liquid wholesalers and retail networks in Lithuania.,2026-08-31 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-005,BEKI 2015 EOOD (БЕКИ 2015),Dupnitsa,B9,producent,5,średni,🟢,B2B,info@beki2015.bg,+359 70 11 50 50,,Управител,Rejestr Ministerstwa Gospodarki BG (art. 25 ust. 2): produkcja + import + sprzedaż maszyn tytoniowych. | marki_nabijarki: ROLLING MACHINES,QS: 95/100 | 2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-016,ЛАЙТС УЛТРА ООД (Lights Ultra Ltd - LightsMarket),Велико Търново,B8,hurtownik,4,duży,🟢,B2B + B2C,office@lightsmarket.bg,+359 62 600 500,https://lightsmarket.bg,Ивелин Спасов Козарев,"Główny regionalny dystrybutor FMCG, wyrobów tytoniowych, gilz papierosowych i maszynek do napełniania gilz w regionie Północnej i Centralnej Bułgarii. | marki_nabijarki: Cartel | Rollo | Gizeh | Koron",2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-017,Табако Трейд Варна ООД (Tobacco Trade Varna Ltd),Варна,B8,hurtownik,4,duży,🟢,B2B hurtownia,varna@tobaccotrade.bg,+359 52 70 30 00,https://tobaccotrade.bg,Ангел Николов Пепелешев / Димитър Вълчев,Regionalny oddział dystrybucyjny sieci Tobacco Trade / Dafna Group obsługujący hurtownie i punkty sprzedaży we wschodniej Bułgarii i rejonie Warny. | marki_nabijarki: PowerMatic | Rollo | Korona,2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-019,РАДУЛОВ - М ООД (Radulov - M Ltd),Варна,B8,hurtownik,4,średni,🟢,B2B + B2C,bim_color_@abv.bg,+359 888 922 183,https://radulovm.com,Петър Нанев Радулов / Миглена Колева Минчева,Importer i hurtownik artykułów gospodarstwa domowego oraz ręcznych i elektrycznych maszynek do napełniania gilz w Warnie. | marki_nabijarki: ręczne i elektryczne nabijarki do papierosów,2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-021,ТАБКОМ ЛОГИСТИК ООД (Tabcom Logistic OOD),Бургас,B8,hurtownik,4,duży,🟢,B2B regionalny,office@tabcom.bg,+359 56 88 10 20,https://tabcom.bg,Управител,"Wiodący regionalny dystrybutor wyrobów tytoniowych, kawy i FMCG na wybrzeżu Morza Czarnego i w regionie Burgas.",2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-022,Табако Трейд Стара Загора ООД (Tobacco Trade Stara Zagora Ltd),Стара Загора,B8,hurtownik,4,duży,🟢,B2B hurtownia,starazagora@tobaccotrade.bg,+359 42 60 10 20,https://tobaccotrade.bg,Цветан Христевски / Йордан Николов,Regionalny oddział dystrybucyjny sieci Tobacco Trade / Dafna Group zaopatrujący hurtownie w Starej Zagorze i południowo-środkowej Bułgarii. | marki_nabijarki: PowerMatic | Rollo | Korona,2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-023,Табако Трейд Русе ООД (Tobacco Trade Ruse Ltd),Русе,B8,hurtownik,4,duży,🟢,B2B hurtownia,ruse@tobaccotrade.bg,+359 82 82 10 30,https://tobaccotrade.bg,Управител,Główny hub dystrybucyjny sieci Tobacco Trade w północnej Bułgarii nad Dunajem (Русе). | marki_nabijarki: PowerMatic | Rollo | Korona,2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-024,Табако Трейд Хасково ООД (Tobacco Trade Haskovo Ltd),Хасково,B8,hurtownik,4,średni,🟢,B2B hurtownia,haskovo@tobaccotrade.bg,+359 38 60 10 20,https://tobaccotrade.bg,Управител,Regionalna jednostka dystrybucyjna sieci Tobacco Trade dla obwodu Chaskowo i południowo-wschodniej Bułgarii. | marki_nabijarki: PowerMatic | Rollo | Korona,2026-09-01 ✅ FROZEN (API)
5,,Bułgaria,BG,BG-B-025,Табако Трейд Благоевград ООД (Tobacco Trade Blagoevgrad Ltd),Благоевград,B8,hurtownik,4,średni,🟢,B2B hurtownia,blagoevgrad@tobaccotrade.bg,+359 73 88 10 20,https://tobaccotrade.bg,Управител,Regionalna hurtownia sieci Tobacco Trade obsługująca południowo-zachodnią Bułgarię (Благоевград / Пирински край). | marki_nabijarki: PowerMatic | Rollo | Korona,2026-09-01 ✅ FROZEN (API)
5,,Czechy,CZ,CZ-B-013,FUMUS s.r.o.,Praha,B2,hurtownik,4,,,B2B wholesale,info@fumus.cz,,https://fumus.cz,,"CZ official distributor of tobacco products incl. packing tobacco (bubble-pack), rolling papers, filters. New entrant (founded 2024).",FROZEN
5,,Czechy,CZ,CZ-B-026,Weedshop B2B - Baličky a plničky cigaret,,B8,hurtownik,4,,,,velkoobchod@weedshop.cz,+420 705 993 067,https://velkoobchod.weedshop.cz/balicky--plnicky--podklady-a-ostatni,,"Velkoobchod weedshop.cz — B2B velkoobchodní nabídka baliček, plniček a příslušenství.",2026-09-03 ✅ VERIFIED (Direct contact)
5,,Estonia,EE,EE-B-001,OÜ SANITEX,Rae küla,B8,reseller,5,duży,🟢,mix,sanitex.estonia@sanitex.eu,+372 622 6399,https://sanitex.eu,Oksana Salminen,Siostra UAB SANITEX (LT). Wspólny właściciel. Razem z LT i LV = 1 partner na 3 kraje bałtyckie ⚠️ DO-WERYFIKACJI | cf detail: hurtownia + logistyka | marki_nabijarki: nie,2026-08-31 ✅ FROZEN (API)
5,,Estonia,EE,EE-B-025,Aleserk OÜ,Hüüru,B1,hurtownik,4,średni,🟢,Hurt (EMTAK 46.35),info@aleserk.com,+372 5808 4049,,Alexander Kimlaychuk,Wyspecjalizowana hurtownia zarejestrowana pod EMTAK 46.35 (Tubakatoodete hulgimüük - hurt wyrobów tytoniowych i artykułów pokrewnych) w Harjumaa. | marki_nabijarki: Hurtownia tytoniu i akcesoriów RYO ,2026-08-31 ✅ FROZEN (API)
5,,Francja,FR,FR-B-014,SPiD CLiC SARL (GTP / Grossiste Presse Tabac),La Farlède,B8,hurtownik,5,,,B2B (buralistes),sav@spidclic.fr,09 88 02 40 04,https://www.grossiste-presse-tabac.fr,STEVE PHAN,"FR specialist wholesaler of smoking accessories: rolling papers (OCB, Rizla, Smoking), cigarette tubes, TUBEUSES (OCB Poweroll + other brands), lighters, grinders, shisha. Since 2009. Serves buraliste",2026-09-02 ✅ FROZEN (Registry API)
5,,Litwa,LT,LT-B-014,UAB Starna,Kaunas,B1,hurtownik,4,mały,,B2B wholesale,info@starna.lt,+370 37 432 002,https://starna.lt,Irmantas Venskys,"LT industrial packaging supplier since 1998. Specialises in hot-melt and dispersion adhesives for PACKAGING, labelling, printing and TOBACCO PRODUCT PACKAGING. Founded 1998, Kaunas region. B2B supplie",FROZEN ⚠️ DO-WERYFIKACJI
5,,Serbia,RS,RS-B-023,TR Staki d.o.o.,Beograd,B5,hurtownik,4,średni,🟢,B2B wholesale + retail,trgovinasalestaki@gmail.rs,+381 11 452 70 33,https://tobaccoshopstaki.rs,,"Veleprodaja duvana, mašinica, upaljača i svega ostalog. Prodaje Gizeh masinice (ključna marka za PowerMatic!). Sirok izbor duvana, mašinica, upaljača. 2 lokala w Beogradzie. Kontakt: trgovinasalestaki",FROZEN ⚠️ DO-WERYFIKACJI
5,,Słowacja,SK,SK-B-002,"TOPPRES D.A., spol. s r.o.",Banská Bystrica,B8,hurtownik,4,średni,🔴,Hurt B2B regionalny & maloobchod,toppres@toppres.sk,+421 48 414 1788,http://www.toppres.sk,Ing. Boris Mrekaj,"Kluczowy regionalny hurtownik i dystrybutor tytoniowo-prasowy w Banskiej Bystrzycy i Zvoleniu. | marki_nabijarki: Distribúcia tlače, Tabakové výrobky, Fajčiarske potreby, Trafiky",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-003,"T-PRESS, spol. s r.o.",Trnava,B8,hurtownik,4,średni,🔴,Hurt B2B (Veľkosklad) & dystrybucja,velkosklad@t-press.sk,+421 33 551 3716,https://www.t-press.sk,RNDr. Ľubica Bačová,"Regionalny dystrybutor prasy i wyrobów tytoniowych z własnym wielkoskładem w Trnawie. | marki_nabijarki: Distribúcia tlače, Tabakové výrobky, Fajčiarske potreby, Mascotte, Gizeh",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-004,"D.A. CZVEDLER, spol. s r.o.",Šamorín,B8,hurtownik,4,średni,🔴,Hurt B2B & sieć trafík,sekretariat@czvedler.sk,+421 31 591 2716,https://www.czvedler.sk,Libor Hradil,"Dystrybutor wyrobów tytoniowych i prasy oraz operator sieci saloników w rejonie Dunajská Streda / Šamorín. | marki_nabijarki: Distribúcia periodickej tlače, Tabak, Tabakové výrobky, Doplnkový tovar, T",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-005,MY & MI s. r. o. (Dom Cigár),Bratislava,B4,hurtownik,4,średni,🔴,Hurt B2B & sieć Dom Cigár,info@domcigar.sk,+421 2 4445 4220,https://www.domcigar.sk,Ing. Miroslav Bajtoš,"Wiodący importer i dystrybutor cygar, fajek i akcesoriów dla palaczy z salonami Dom Cigár. | marki_nabijarki: Prémiové cigary, Dýmky, Tabak, Fajčiarske príslušenstvo, Humidory",(VIES / FinStat) 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-006,"Vaprio.sk, s.r.o.",Bratislava,B6,hurtownik,4,średni,🔴,Hurt B2B & sieť salonov,b2b@vaprio.sk,+421 2 20 63 33 00,https://www.vaprio.sk,Peter Štefánik,"Wiodąca sieć salonów i hurtownia B2B produktów vape i e-liquidów na Słowacji. | marki_nabijarki: Vape, E-liquidy, Pod-systemy, Akcesoria",(VIES / FinStat) 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-007,CONTINENTAL TOBACCO SLOVAKIA s. r. o.,Rimavská Sobota,B8,producent,5,średni,🔴,Hurt B2B & eksport,info@continental.sk,+421 47 563 1111,http://www.continental.hu,Mária Kováčová,Oficjalny producent i dystrybutor wyrobów tytoniowych i tytoniu RYO z własnym składem podatkowym. | Profil/Sourcing: Daňový sklad & Výroba (Colný úrad SK) | marki_nabijarki: Výroba a veľkoobchod tabak,| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-009,"D.A. PRESS, spol. s r.o.",Malacky,B8,hurtownik,4,średni,🔴,Hurt B2B regionalny,dapress@dapress.sk,+421 34 772 2211,http://www.dapress.sk,Mgr. Josef Hloušek,"Regionalny dystrybutor prasy i wyrobów tytoniowych w Malackach. | marki_nabijarki: Distribúcia tlače, Tabak, Cigary, Doplnkový tovar",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-010,SPODOS spol. s r. o.,Topoľčany,B8,hurtownik,4,średni,🔴,Hurt B2B regionalny,spodos@spodos.sk,+421 38 532 5511,http://www.spodos.sk,Ing. František Chrkavý,"Hurtownia FMCG i wyrobów tytoniowych w Topoľčanach. | marki_nabijarki: FMCG, Tabakové výrobky, Potraviny",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-012,FINEST TOBACCO INTERNATIONAL GROUP s. r. o.,Piešťany,B8,producent,4,średni,🔴,B2B & Private Label,info@finest-tobacco.com,+421 33 774 1111,https://finest-tobacco.com,Ing. Ivan Fulerčík,"Producent i dostawca prywatnych marek tytoniowych i mieszanek tytoniowych w Piešťanach. | marki_nabijarki: Custom tobacco blend, Private label tobacco provider, Fajčiarske zmesi",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Słowacja,SK,SK-B-016,M+M Tabak (M+M s.r.o.),Nitra,B2,hurtownik,4,,,B2B wholesale,mplusm@mplusm.sk,+421 37 741 2108,https://www.mplusm.sk,Klára Macegová,"SK major distributor of cigarettes, tobacco products and SMOKING ACCESSORIES incl. ROLLING MACHINES. Bonded warehouse. Distribution centers in Nitra + Prešov. Partners: Tesco, Kaufland, Shell, Heineke",2026-09-03 ✅ FROZEN (Registry API)
5,,Słowenia,SI,SI-B-004,"OTP, trgovina s tobakom, d.o.o. (Scandinavian Tobacco Group)",Ljubljana,B8,hurtownik,4,średni,🔴,Veleprodaja B2B,info.si@st-group.com,+386 1 430 01 00,https://www.st-group.com,Direktor družbe,"Oficjalny dystrybutor tytoniu fajkowego, cygar i akcesoriów Scandinavian Tobacco Group w Słowenii. | marki_nabijarki: Cigare | Tobak za pipe | Kadilski pribor",| Priorytet: B8 2026-08-31 ✅ FROZEN (API)
5,,Łotwa,LV,LV-B-001,SIA SANITEX,Rāmava (Ķekavas novads),B8,reseller,5,duży,🟢,mix,sanitex@sanitex.eu,+371 670 48400,https://sanitex.eu,,Siostra UAB SANITEX (LT). Wspólny właściciel. Razem = kanał na Litwę + Łotwę ⚠️ DO-WERYFIKACJI | cf detail: hurtownia + logistyka | marki_nabijarki: nie,QS: 50/100 | 🐋 2026-08-31 ✅ FROZEN (API)
4,,Bułgaria,BG,BG-B-002,Tabako Trade OOD,Plovdiv,B8,hurtownik,5,średni,🟢,,office@tobaccotrade.bg,+359 32 90 20 00,https://tobaccotrade.bg,Димитър Костадинов Вълчев,NACE 46.35 (hurtownia wyrobów tytoniowych). Dafna Group network.,QS: 85/100 | 2026-09-01 ✅ FROZEN (API)
4,,Bułgaria,BG,BG-B-003,IMPERIAL BRANDS BULGARIA EOOD (Imperial Tobacco),Sofia,B4,hurtownik,4,średni,🟢,,,+359 2 964 0195,https://www.imperialbrands.com,Hristo Tsachev,Subsidiary of Imperial Brands PLC. Official EIK 175071279.,2026-09-01 ✅ FROZEN (API)
