related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
,,HR-B-012,A1,Kaufland Hrvatska k.d.,HR,,,,ChIJI_GAeLHXZUcRuTWJLBu8bIc,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: stroj za punjenje cigareta veleprodaja Zagreb (ID: ChIJI_GAeLHXZUcRuTWJLBu8bIc),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-013,A1,Kaufland Zapresic,HR,,,,ChIJs8yGb5bPZUcR1iaNzLa7lbA,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: stroj za punjenje cigareta veleprodaja Zagreb (ID: ChIJs8yGb5bPZUcR1iaNzLa7lbA),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-014,A1,Njuškalo,HR,,,,ChIJiYiEhenVZUcR-y1JXMJiTnE,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: stroj za punjenje cigareta veleprodaja Zagreb (ID: ChIJiYiEhenVZUcR-y1JXMJiTnE),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-015,A1,Državni inspektorat,HR,,,,ChIJsd1D4PXWZUcRB4_EWT2FE60,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: stroj za punjenje cigareta veleprodaja Zagreb (ID: ChIJsd1D4PXWZUcRB4_EWT2FE60),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-016,A1,The Humidor | Cigar Shop,HR,,,,ChIJxyjRZ77XZUcRfNJsFydwq4U,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJxyjRZ77XZUcRfNJsFydwq4U),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-017,A1,Havana Cigar Shop,HR,,,,ChIJKXHJXuPWZUcRCpvS6aYOrHs,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJKXHJXuPWZUcRCpvS6aYOrHs),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-018,A1,Veletabak d.o.o,HR,,,,ChIJsXs2HwbRZUcRGRIjYLgx384,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJsXs2HwbRZUcRGRIjYLgx384),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-019,A1,Diskont pića Fumar,HR,,,,ChIJaZVyVw5fNRMRocME9pDK8Pg,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJaZVyVw5fNRMRocME9pDK8Pg),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-020,A1,SATELIT-tbm d.o.o.,HR,,,,ChIJqQVs243WZUcRk4qy0w1hOGs,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJqQVs243WZUcRk4qy0w1hOGs),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-021,A1,Tobacco Shop Bazinga 2,HR,,,,ChIJtXRkGtPgXEcRCNR08LaPYDo,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJtXRkGtPgXEcRCNR08LaPYDo),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-022,A1,Premium Cigars,HR,,,,ChIJnUpSsx3XZUcRF_RHm8GSgBY,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJnUpSsx3XZUcRF_RHm8GSgBY),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-023,A1,Daily Press Tobacco Shop,HR,,,,ChIJb7n-NczVZUcRcgSAzv6aXBc,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJb7n-NczVZUcRcgSAzv6aXBc),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-024,A1,Tobacco Shop Bazinga 4,HR,,,,ChIJ05iQVbjnXEcRiB8UYW061wc,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJ05iQVbjnXEcRiB8UYW061wc),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-025,A1,POSLOVNI CENTAR PETRIČEVIĆ D.O.O.,HR,,,,ChIJwZWK31pUb0cRzfEHKoBuiLc,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJwZWK31pUb0cRzfEHKoBuiLc),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-026,A1,Tobacco Shop,HR,,,,ChIJsYo9VQDnXEcRBLWnWZmpodo,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJsYo9VQDnXEcRBLWnWZmpodo),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
,,HR-B-027,A1,Daily Press Tobacco,HR,,,,ChIJVQ8vm_nXZUcRBi12Upk-L0g,,,,,,,,,hurtownik,,,,,,,,,,,,Google Maps Search [A]: duhanski pribor veleprodaja distributer Hrvatska (ID: ChIJVQ8vm_nXZUcRBi12Upk-L0g),2026-08-14,2026-08-14 ⚠️ DO-WERYFIKACJI,,duży
