region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
LU,lubelskie,województwo,,,PL-B-LU-001,B8,Lubelskie Zakłady Tytoniowe (LZT),PL,Lublin,"Mariana Smoluchowskiego 1, 20-469 Lublin, Polska",,,https://lubelskietytonie.pl,,,+48 789 477 907,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://lubelskietytonie.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=77 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SL,śląskie,województwo,,,PL-B-SL-002,B8,Carmen Sp. z o.o.,PL,Jasienica,"Strumieńska 63, 43-385 Jasienica, Polska",,,https://carmen-jasienica.pl,,,+48 33 817 24 00,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://carmen-jasienica.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=77 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-002,B8,Gmochowski Jacek — Hurtownia art. tytoniowych,PL,Wrocław,Wrocław (Tęczowa 83),,,https://po-godzinach.pl/firmy/...,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://po-godzinach.pl/firmy/...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=75 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-003,B8,Augusto Limaro,PL,Jelenia Góra,"Jelenia Góra (serves Zgorzelec, Bolesławiec, Legnica)",,,https://augustolimaro.pl/o-nas,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://augustolimaro.pl/o-nas,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=75 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LU,lubelskie,województwo,,,PL-B-LU-002,B8,Trafica-Hurt s.c.,PL,Lublin,"ul. Krochmalna 22a, 20-401 Lublin",,,https://trafica-hurt.pl,,info@trafica-hurt.pl,793 467 060,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://trafica-hurt.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=74 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PD,podlaskie,województwo,,,PL-B-PD-002,B8,Top-Kart,PL,Białystok,"ul. Mickiewicza 82/1, 15-232 Białystok",,,https://topkart.vp.pl,,topkart@vp.pl,501 373 302,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://topkart.vp.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Najlepiej udokumentowana hurtownia w woj. podlaskim | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=74 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Nieustalony,,,,PL-B-XX-004,B4,Bista Standard,PL,Bydgoszcz,,5542559901,,https://www.bista.pl,,biuro@bista.pl,+48 52 360 71 15,,,,,hurtownik,,,,,🔴,mix,3,średni,,,,intake_PL_2026-08-10 | https://www.bista.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=73 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
PM,pomorskie,województwo,,,PL-B-PM-002,B4,Hurtownia Papierosów Jacek,PL,Gdynia,"Żwirki i Wigury 8, 81-393 Gdynia, Polska",,,https://hpjacek.pl,,,+48 58 620 70 55,,,,,reseller,,,,średni,🟢,mix,3,średni,,,,intake_PL_2026-08-10 | https://hpjacek.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=73 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
OP,opolskie,województwo,,,PL-B-OP-002,B4,Almark,PL,Wielkopolskie,"57-300 Kłodzko, Polska",,,https://almark.pl/index.php/of...,,,+48 724 282 272,,,,,reseller,,,,średni,🟢,mix,3,średni,,,,intake_PL_2026-08-10 | https://almark.pl/index.php/of...,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=73 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-003,B6,Vape Arena,PL,Warszawa,"ul. Janiszowska 9B, 02-264 Warszawa",,,https://www.vapearena.pl,,b2b@vapearena.pl,+48 722 347 100,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://www.vapearena.pl/o-nas/ | https://www.vapearena.pl,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Status źródłowy: Zweryfikowany — aktywna strona/B2B | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S4 — Vape/e-papierosy',duży
KP,kujawsko-pomorskie,województwo,,,PL-B-KP-001,B6,CREAMEDIA Dawid Olejniczak / Liquidy.pl,PL,Włocławek,"ul. Zielna 55, 87-800 Włocławek",8882729350,,https://liquidy.pl/,,hurt@liquidy.pl,+48 791 654 545,,,,,hurtownik,,,,średni,🟢,mix,2,średni,,,,intake_PL_2026-08-10 | https://liquidy.pl/,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Potencjalny dystrybutor uzupełniający, zwłaszcza dla sklepów vape i convenience. | Status źródłowy: Zweryfikowany — aktywna strona | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Ogólnopolska,,,,PL-B-XX-005,B8,PHU Andrzej...,PL,Jelenia Góra,Jelenia Góra,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-006,B8,Noban Sp. z o.o.,PL,Wrocław,Wrocław / Dolnośląskie,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-007,B8,Fhu Patryk Koksztys,PL,Jelenia Góra,Jelenia Góra,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-008,B8,Beata Hurtownia Papierosów,PL,Katowice,Katowice / Śląskie,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-009,B8,"""Maxim"" FH Beata Kropielnicka",PL,Jelenia Góra,Jelenia Góra,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-010,B8,"""Casiss""",PL,Wrocław,Wrocław / Dolnośląskie,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-011,B8,"""Ampex"" S.C.",PL,Wrocław,Wrocław / Dolnośląskie,,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=72),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LU,lubelskie,województwo,,,PL-B-LU-003,B8,Torys — hurtownia papierosów i artykułów chemii gospodarczej,PL,Chełm,"ul. Lwowska 51, Chełm",,,,,,+48 82 565 91 57,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
KP,kujawsko-pomorskie,województwo,,,PL-B-KP-002,B8,"Rela — hurtownia artykułów spożywczych, papierosów i chemii",PL,Rypin,"ul. Lipnowska 21A, Rypin",,,,,,+48 54 280 22 28,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LD,łódzkie,województwo,,,PL-B-LD-001,B8,Moto-Mix Hurtownia Papierosów,PL,Pabianice,"ul. Moniuszki 46A, 95-200 Pabianice",,,,,,+48 42 214 81 70,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=71),,🔍,"orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Sprawdzić, czy podmiot nadal działa pod tą nazwą i czy prowadzi sprzedaż B2B. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG'",duży
LD,łódzkie,województwo,,,PL-B-LD-002,B8,Gama — Hurtownia papierosów,PL,Sieradz,"ul. POW 46/48, Sieradz",,,,,,+48 43 827 40 00,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LB,lubuskie,województwo,,,PL-B-LB-002,B8,"Alfa s.c. — hurtownia artykułów biurowych, papierniczych i papierosów",PL,Drezdenko,"ul. Piłsudskiego 2, Drezdenko",,,,,,+48 95 762 16 72,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-004,B8,Aksel FHU — hurtownia papierosów i artykułów chemicznych,PL,Ciechanów,"ul. Niechodzka 4A, Ciechanów",,,,,,+48 23 672 99 02,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Warto rozdzielić od rekordu ADGAR przy późniejszym czyszczeniu aliasów. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-012,B4,Świat Shishy,PL,Ogólnopolska,Poland-wide (online),,,https://swiatshishy.pl/content/...,,,,,,,,reseller,,,,średni,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://swiatshishy.pl/content/...,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Ogólnopolska,,,,PL-B-XX-013,B4,eMerkury,PL,Ogólnopolska,Poland-wide,,,https://emerkurysa.pl/manufact...,,,,,,,,reseller,,,,średni,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://emerkurysa.pl/manufact...,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy; zasięg ponadregionalny. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=71 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
