region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
,Nieustalony,,,,PL-A-XX-040,A4,E Enzo,PL,,,6722094396,,https://www.e-enzo.pl,,biuro@e-enzo.pl,+48 515 205 569,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.e-enzo.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-041,A4,Dym,PL,,,5242751528,,https://www.dym.pl,,filter@pl.html,178397622,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.dym.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-042,A4,Drkonopny,PL,,,4990696800,,https://www.drkonopny.pl,,biuro@drkonopny.pl,162746852,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.drkonopny.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-043,A4,Cybuchshisha,PL,,,1132986837,,https://www.cybuchshisha.pl,,sklep@cybuchshisha.pl,178213104,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.cybuchshisha.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-045,A4,Bulut,PL,,,7282844071,835586(?),https://www.bulut.zone,,info@bulut.zone,325058878,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.bulut.zone,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-046,A4,Bielsin,PL,,,5470083919,115372(?),https://www.bielsin.pl,,info@bielsin.pl,242869739,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.bielsin.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Nieustalony,,,,PL-A-XX-047,A4,Atgdystrybucja,PL,,,5542718417,,https://www.atgdystrybucja.pl,,atg.zamowienia@gmail.com,749696972,,,,,reseller,,,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | https://www.atgdystrybucja.pl,,🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-050,A4,STOPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL,MALBORK,"AL. WOJSKA POLSKIEGO 494-496, 82-200 MALBORK",5790006978,,https://stopol.pl,,stopol@stopol.plnip,58 333 48 05,,,,,reseller,OCB,,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://stopol.pl/oferta/,,🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""OCB"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystrybu | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-052,A4,BENIAMIN BUGNO,PL,BRZYSKA,"BŁAŻKOWA 9, 38-212 BRZYSKA",6852336998,,https://www.bensonstrade.pl,,brzyskabensonstrade.pl@gmail.comtel,+48 662 405 220,,,,,reseller,Gerui,Gerui,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://www.bensonstrade.pl/produkt/nabijarka-maszynka-do-papierosow-elektryczna-gerui-2/,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-059,A4,STALCO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWO-AKCYJNA,PL,SKAWINA,"OFIAR KATYNIA 1, 32-050 SKAWINA",6792455066,,https://stalco.pl,,info@stalco.uk,12 350 04 10,,,,,reseller,Champ,Champ,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://stalco.pl/,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-063,A4,BEMAG K. WOŁOSZYN SPÓŁKA KOMANDYTOWA,PL,GUTOWO WIELKIE,"GUTOWO WIELKIE 26 MA, 62-302 GUTOWO WIELKIE",7891798278,,https://bemag.pl,,biuro@bemag.pl,+48 796 363 606,,,,,reseller,Angel,Angel,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://bemag.pl/maszynka-do-malowania-pisanek,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-064,A4,CIASTOLINA MASZYNKA DO LODÓW /12 ZD503,PL,Góraszka,Ul. Krótka 1 | 05-462 Góraszka,0557505576,,http://www.proeximp.com.pl,,info@proeximp.com.pl,12 1417270,,,,,reseller,Angel,Angel,mix,,🔴,B2B only,,,,,,intake_PL_2026-08-10 | http://www.proeximp.com.pl/ciastolina-maszynka-do-lodow-12-zd503,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-068,A4,"HORST SPÓŁKA CYWILNA ANNA KRAWCZYK, KRZYSZTOF PŁACZKIEWICZ",PL,CZĘSTOCHOWA,"WARSZAWSKA 106A, 42-200 CZĘSTOCHOWA",9492162686,,https://horstsc.pl,,horst@horstsc.pl,+48 721-555-050,,,,,reseller,,,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://horstsc.pl/pl/c/cat/71/146/4/3/pricefrom/0.48/priceto/300?srsltid=AfmBOorx_0uhJdxrewJPhKBAt2D7Vg11JS9yg7NqDJTZ8dnKEp5Y7C16,,🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Atomic"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-071,A4,AGATA SĘKOWSKA,PL,LUBLIN,"FRANCISZKA STEFCZYKA 32 M3, 20-151 LUBLIN",9462453893,,https://cannmedia.pl,,sklep@bletki.com,881 253 854,,,,,reseller,Matteo,Matteo,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://cannmedia.pl/,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=70 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-075,A4,PARROT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,KRAKÓW,"LIPOWA 3D, 30-702 KRAKÓW",6772450396,,https://sklepcarmen.pl,,920sklep@sklepcarmen.pl,798 820 920,,,,,reseller,Matteo,Matteo,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://sklepcarmen.pl/produkty?price_from=&p=33,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=70 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-093,A4,PLASTECH PAWEŁ WIŚNIEWSKI SPÓŁKA KOMANDYTOWO-AKCYJNA,PL,TORUŃ,"RELAKSOWA 4, 87-100 TORUŃ",9562374503,,https://www.plastech.pl,,,530 704 050,,,,,reseller,Premier,Premier,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://www.plastech.pl/wiadomosci/Plastpol-2024-600-firm-i-hale-pelne-pracujacych-maszyn-19374,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Premier"" (nabijarka OR maszynka OR gilzy) hurtownia OR dyst | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-094,A4,NAVIGATE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,KRAKÓW,"WADOWICKA 8A, 30-415 KRAKÓW",6793109171,,https://navigate.pl,,warszawa@navigate.pl,22 270 15 54,,,,,reseller,Premier,Premier,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://navigate.pl/b2b/,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Premier"" (nabijarka OR maszynka OR gilzy) hurtownia OR dyst | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,,,,,PL-A-XX-097,A4,TOMASZ DOBEK,PL,GDYNIA,"MORSKA 221 M3, 81-205 GDYNIA",5860008825,,https://otis-td.pl,,tasmy@otis-td.pl,58 663 20 23,,,,,reseller,Premier,Premier,mix,mały,🟢,B2B only,,,,,,intake_PL_2026-08-10 | https://otis-td.pl/antykorozja/,,🟡🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Premier"" (nabijarka OR maszynka OR gilzy) hurtownia OR dyst | orig_uwagi: Weryfikacja: VIES | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki'",duży
,Ogólnopolska,,,,PL-A-XX-005,B4,PRODAP,PL,,,,,https://prodap.pl,,,,,,,,producent,PowerMatic,,mix,średni,🟢,B2B only,1,niski,,,,intake_PL_2026-08-10 | https://prodap.pl,,🔍 🔍⚠️ 🔧,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Major dedicated distributor specifically for Powermatic injectors and replacement parts. | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=81 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | A1 candidate NO-NIP — needs L1 research before merge | ex-A1 → B4 (PRODAP = maszyny rolnicze, NOT tobacco)",duży
MZ,mazowieckie,województwo,,,PL-A-MZ-004,B4,"Handel Hurtowy i Detaliczny, Beata Czyż w Radom",PL,Radom,,,,38250-pl.all.biz,,,+48 504 08-33-60,,,,,detalista,"PowerMatic, Dark Horse, OCB",Dark Horse,mix,średni,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | 38250-pl.all.biz,,🟡🔍 🔍⚠️ 🔧,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Model: Detalista-Z-Hurtem. Asortyment: Gilzy papierosowe (Mr Tobacco, DREK, Dark Horse), nabijarki do gilz (Powermatic 1, Powermatic 2, OCB Mikromatic Duo), akcesoria dla palaczy. Info: Powermatic 1, Powermatic 2, OCB Mikromatic Duo | Status źródłowy: Aktywny | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | A1 candidate NO-NIP — needs L1 research before merge | ex-A1 → B4 (JDG, all.biz listing)",duży
,Nieustalony,,,,PL-A-XX-014,B4,Ubuy,PL,,Poland (Domain),,,https://www.ubuy.com.pl,,,,,,,,marketplace,PowerMatic,,mix,,🔴,,2,średni,,,,intake_PL_2026-08-10 | https://www.ubuy.com.pl,,🔍 🔍⚠️ 🔧,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Status źródłowy: Aktywny | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=66 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | A1 candidate NO-NIP — needs L1 research before merge | ex-A1 → B4 (ubuy.com.pl = e-commerce platform)",duży
,Ogólnopolska,,,,PL-A-XX-019,B4,Allegro: konopny_sklep,PL,,,,,https://allegro.pl/uzytkownik/konopny_sklep,,,,,,,,marketplace,"PowerMatic, OCB",,mix,,🔴,,2,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/konopny_sklep,,🔍 🔍⚠️ 🔧,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Sprzedaje OCB Mikromatic oraz Powermatic Mini. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | A1 candidate NO-NIP — needs L1 research before merge | ex-A1 → B4 (Allegro seller)",duży
