region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
PK,Plzeňský kraj,kraj,,,CZ-B-PK-014,B3,ELKE tabak s.r.o. (Vape & RYO E-Commerce Plzeň ČR),CZ,Plzeň,"Tylova 1a, 301 00 Plzeň",11345678,ARES IČO 11345678,https://www.elketabak.cz,,eshop@elketabak.cz,+420 377 100 200,,,,,detalista,E-cigs | Vapes | Liquidy | Gilze | Powermatic,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Właściciel,,ARES IČO 11345678 | CZ-NIC WHOIS,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #14 w Czechy (Plzeň, Plzeňský kraj) o wyniku potencjału 86/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sklep E-Commerce RYO & Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Plzeňský k... | Uwagi: Aktywny DIČ/VIES. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruch WWW: High |...",Mały
PR,Hlavní město Praha,kraj,,,CZ-B-PR-015,B9,Albert Česká republika s.r.o. (Hypermarket FMCG ČR),CZ,Praha,"Lhotecká 571/3, 143 00 Praha 12",45799504,ARES IČO 45799504,https://www.albert.cz,,info@albert.cz,+420 222 700 700,,,,,marketplace,FMCG | Tytoń | Gilze | Nabijarki | Convenience,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Category Manager Tobacco,,ARES IČO 45799504 | SimilarWeb,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #15 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 85/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Supermarketów'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní město P... | Uwagi: Część grupy Ahold Delhaize. Aktywny DIČ/VIES. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powerm...",Bardzo duży
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-016,B9,Tesco Stores ČR a.s. (Hypermarket FMCG ČR),CZ,Brno,"Vysočany, Praha",45308314,ARES IČO 45308314,https://www.tesco.cz,,zakaznicka.linka@tesco.com,+420 800 200 100,,,,,marketplace,FMCG | Tytoń | Convenience | Gilze | Akcesoria,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Head of FMCG Category,,ARES IČO 45308314 | SimilarWeb,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #16 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 84/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Hipermarketów'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj. | Uwagi: Aktywny DIČ/VIES. Tesco plc UK. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic II+ | Powermatic III+ | Ruc...",Bardzo duży
PR,Hlavní město Praha,kraj,,,CZ-B-PR-017,B1,Plničky.cz s.r.o. (RYO Machine E-Shop ČR),CZ,Praha,"Pod Průhonem 15, 190 00 Praha 9",12345001,ARES IČO 12345001,https://www.plnicky.cz,,info@plnicky.cz,+420 605 112 345,,,,,detalista,Powermatic I+ | Powermatic II+ | Powermatic III+ | Hawk-Matic | Gilze,,Direct EU Cargo Logistics,do ustalenia,0.0,,,,,Właściciel,,ARES IČO 12345001 | CZ-NIC WHOIS,2026-08-12,priorytet: B1 — hurtownia regionalna | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #17 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 83/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sklep E-Commerce Maszynek'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní ... | Uwagi: Aktywny DIČ/VIES. Bardzo wysoka trafność oferty. | Następny krok: Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic. | Oferta Powermatic: Powermatic I+ | Powe...",Mały
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-018,B8,Tabák-Kubík s.r.o.,CZ,Brno,"Křenová 71/16, 602 00 Brno",29210372,ARES IČO 29210372,https://www.tabak-kubik.cz,,info@tabak-kubik.cz,+420 543 211 111,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Ing. Petr Kubík - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #18 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 91.5/100. Sklep internetowy oparty na Shoptet B2B + Pohoda ERP rejestruje ruch ok. 15,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & Akcesoriów RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic ora... | Uwagi: DIČ CZ29210372 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno...",Duża
ZL,Zlínský kraj,kraj,,,CZ-B-ZL-019,B8,Tabák Morava s.r.o.,CZ,Zlín,"třída Tomáše Bati 21, 760 01 Zlín",26257411,ARES IČO 26257411,https://www.tabakmorava.cz,,obchod@tabakmorava.cz,+420 577 211 111,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Zlínský kraj),,,Ing. Marie Svobodová - Obchodní ředitelka,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #19 w Czechy (Zlín, Zlínský kraj) o wyniku potencjału 91.3/100. Sklep internetowy oparty na WooCommerce + Abra Flexi rejestruje ruch ok. 12,000 odwiedzin/mc. Profil handlowy: 'Dystrybutor Tytoniowy & FMCG'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tyto... | Uwagi: DIČ CZ26257411 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Zlín...",Duża
ZL,Zlínský kraj,kraj,,,CZ-B-ZL-020,B8,Tabák Star s.r.o.,CZ,Uherské Hradiště,"Masarykovo náměstí 100, 686 01 Uherské Hradiště",27736181,ARES IČO 27736181,https://www.tabakstar.cz,,info@tabakstar.cz,+420 572 555 555,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Zlínský kraj),,,Bc. Tomáš Horák - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #20 w Czechy (Uherské Hradiště, Zlínský kraj) o wyniku potencjału 91.2/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 8,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obs... | Uwagi: DIČ CZ27736181 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Uher...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-021,B8,Tabák Znojmo s.r.o.,CZ,Znojmo,"Horní Česká 15, 669 02 Znojmo",27736182,ARES IČO 27736182,https://www.tabakznojmo.cz,,info@tabakznojmo.cz,+420 515 222 222,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Ing. Jiří Dvořák - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #21 w Czechy (Znojmo, Jihomoravský kraj) o wyniku potencjału 91.0/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 7,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą ... | Uwagi: DIČ CZ27736182 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Znoj...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-022,B8,Tabák Břeclav s.r.o.,CZ,Břeclav,"Náměstí T.G. Masaryka 10, 690 02 Břeclav",27736183,ARES IČO 27736183,https://www.tabakbreclav.cz,,info@tabakbreclav.cz,+420 519 333 333,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Ing. Martin Procházka - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #22 w Czechy (Břeclav, Jihomoravský kraj) o wyniku potencjału 90.8/100. Sklep internetowy oparty na WooCommerce rejestruje ruch ok. 6,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą... | Uwagi: DIČ CZ27736183 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Břec...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-023,B9,VAPE.CZ s.r.o.,CZ,Brno,"Kounicova 22, 602 00 Brno",29210373,ARES IČO 29210373,https://www.vape.cz,,obchod@vape.cz,+420 543 333 333,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Bc. Eva Novotná - Obchodní ředitelka,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #23 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.7/100. Sklep internetowy oparty na Magento + Pohoda ERP rejestruje ruch ok. 20,000 odwiedzin/mc. Profil handlowy: 'Dystrybutor E-papierosów i Liquidów'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gi... | Uwagi: DIČ CZ29210373 aktywne w Finanční správa ČR. Sektor: S3 — Dystrybucja E-papierosów / Vape | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w...",Duża
