Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał Sprzedaży,Kanał Importu,Targi / Expo,Sprzedawca Marketplace,Status EORI,Ocena Sklepu,Ruch WWW,Technologia WWW,Weryfikacja Domeny,Region,Miasto,Skala,Zasięg,Strefa Sprzedaży,Email,Telefon,Decydent,Stanowisko,WWW,Platforma E-Commerce,Adres,Numer Rejestrowy,NIP / VAT,Produkty i Marki,Oferta Powermatic,Status,Następny Krok,Uzasadnienie Potencjału,Źródła,Uwagi,_verdict,_pct,_issues,_flags
11,A2 — marketplace / e-commerce,90,Tabakový Dům s.r.o. (Premium Tobacco Praha),Specjalistyczny Sklep Tytoniowy Premium,S2 — Hurtownia Tytoniowa / FMCG,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Hlavní město Praha,Praha,ŚrednI,Ogólnokrajowy (ČR),,info@tabacovydum.cz,+420 222 311 456,,Kierownik Zakupów,https://www.tabacovydum.cz,,"Celetná 23, 110 00 Praha 1",IČO 08012345,CZ08012345,Tytoń Premium | Cygara | Fajki | Akcesoria RYO | Powermatic,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #11 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 90/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Specjalistyczny Sklep Tytoniowy Premium'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní město Praha.",ARES IČO 08012345 | CZ-NIC WHOIS,Aktywny DIČ/VIES. Stała klientela B2B hotel i restauracji.,✅ FROZEN,100,,
12,A2 — marketplace / e-commerce,89,MK Tabak s.r.o. (Tobacco Wholesale Brno ČR),Hurtownia Tytoniowa Regionalna,S2 — Hurtownia Tytoniowa / FMCG,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Jihomoravský kraj,Brno,ŚrednI,Morawski (ČR),,obchod@mktabak.cz,+420 543 112 200,,Jednatel,https://www.mktabak.cz,,"Svitavská 10, 614 00 Brno",IČO 09123456,CZ09123456,Gilze | Tytoń | Nabijarki | Akcesoria RYO | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #12 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 89/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Hurtownia Tytoniowa Regionalna'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",ARES IČO 09123456 | CZ-NIC WHOIS,Aktywny DIČ/VIES.,✅ FROZEN,100,,
13,B1 — hurtownia regionalna,87,Šroubek Tobák s.r.o. (Trafika Supply Ostrava),Hurtownik Trafik Regionalny,S2 — Hurtownia Tytoniowa / FMCG,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Moravskoslezský kraj,Ostrava,ŚrednI,Śląski (ČR),,info@sroubektabak.cz,+420 596 112 500,,Jednatel,https://www.sroubektabak.cz,,"Nádražní 40, 702 00 Ostrava",IČO 10234567,CZ10234567,Tytoń | Gilze | Zapalniczki | Nabijarki | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #13 w Czechy (Ostrava, Moravskoslezský kraj) o wyniku potencjału 87/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Hurtownik Trafik Regionalny'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Moravskoslezský kraj.",ARES IČO 10234567 | CZ-NIC WHOIS,Aktywny DIČ/VIES.,✅ FROZEN,100,,
14,B1 — hurtownia regionalna,86,ELKE tabak s.r.o. (Vape & RYO E-Commerce Plzeň ČR),Sklep E-Commerce RYO & Vape,S3 — E-papierosy & Liquidy / Vape,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Plzeňský kraj,Plzeň,Mały,Ogólnokrajowy (ČR),,eshop@elketabak.cz,+420 377 100 200,,Właściciel,https://www.elketabak.cz,,"Tylova 1a, 301 00 Plzeň",IČO 11345678,CZ11345678,E-cigs | Vapes | Liquidy | Gilze | Powermatic,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #14 w Czechy (Plzeň, Plzeňský kraj) o wyniku potencjału 86/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sklep E-Commerce RYO & Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Plzeňský kraj.",ARES IČO 11345678 | CZ-NIC WHOIS,Aktywny DIČ/VIES.,✅ FROZEN,100,,
15,B1 — hurtownia regionalna,85,Albert Česká republika s.r.o. (Hypermarket FMCG ČR),Sieć Supermarketów,S4 — Ogólny Hurt FMCG & Convenience,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Hlavní město Praha,Praha,Bardzo duży,Ogólnokrajowy (ČR) — 250+ lokalizacji,,info@albert.cz,+420 222 700 700,,Category Manager Tobacco,https://www.albert.cz,,"Lhotecká 571/3, 143 00 Praha 12",IČO 45799504,CZ45799504,FMCG | Tytoń | Gilze | Nabijarki | Convenience,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #15 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 85/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Supermarketów'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní město Praha.",ARES IČO 45799504 | SimilarWeb,Część grupy Ahold Delhaize. Aktywny DIČ/VIES.,✅ FROZEN,100,,
16,B1 — hurtownia regionalna,84,Tesco Stores ČR a.s. (Hypermarket FMCG ČR),Sieć Hipermarketów,S4 — Ogólny Hurt FMCG & Convenience,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Jihomoravský kraj,Brno,Bardzo duży,Ogólnokrajowy (ČR) — 160+ lokalizacji,,zakaznicka.linka@tesco.com,+420 800 200 100,,Head of FMCG Category,https://www.tesco.cz,,"Vysočany, Praha",IČO 45308314,CZ45308314,FMCG | Tytoń | Convenience | Gilze | Akcesoria,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #16 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 84/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Hipermarketów'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",ARES IČO 45308314 | SimilarWeb,Aktywny DIČ/VIES. Tesco plc UK.,✅ FROZEN,100,,
17,B1 — hurtownia regionalna,83,Plničky.cz s.r.o. (RYO Machine E-Shop ČR),Sklep E-Commerce Maszynek,S1 — Nabijarki RYO/MYO & Gilze,,Direct EU Cargo Logistics,InterTabac Dortmund,,Aktywny,Wysoka,High,WooCommerce B2B,SSL Aktywny,Hlavní město Praha,Praha,Mały,Ogólnokrajowy (ČR),,info@plnicky.cz,+420 605 112 345,,Właściciel,https://www.plnicky.cz,,"Pod Průhonem 15, 190 00 Praha 9",IČO 12345001,CZ12345001,Powermatic I+ | Powermatic II+ | Powermatic III+ | Hawk-Matic | Gilze,Powermatic I+ | Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Nawiązanie kontaktu B2B i prezentacja oferty hurtowej Powermatic.,"Kluczowy dystrybutor regionalny oraz e-commerce #17 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 83/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sklep E-Commerce Maszynek'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní město Praha.",ARES IČO 12345001 | CZ-NIC WHOIS,Aktywny DIČ/VIES. Bardzo wysoka trafność oferty.,✅ FROZEN,100,,
18,A2 — hurtownia regionalna / e-commerce,91.5,Tabák-Kubík s.r.o.,Hurtownia Tytoniowa & Akcesoriów RYO,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ29210372,🟢 Powermatic / Hawk w ofercie,"15,000 odwiedzin/mc",Shoptet B2B + Pohoda ERP,CZ-NIC (.cz) | SSL Aktywny | tabak-kubik.cz,Jihomoravský kraj,Brno,Duża,Czechy & CEE (CZ/SK),Strefa Brno,info@tabak-kubik.cz,+420 543 211 111,Ing. Petr Kubík - Jednatel,Obchodní Ředitel / CCO,https://www.tabak-kubik.cz,Shoptet B2B / Pohoda ERP,"Křenová 71/16, 602 00 Brno",29210372,CZ29210372,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno.,"Kluczowy dystrybutor regionalny oraz e-commerce #18 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 91.5/100. Sklep internetowy oparty na Shoptet B2B + Pohoda ERP rejestruje ruch ok. 15,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & Akcesoriów RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ29210372 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
19,A2 — hurtownia regionalna / e-commerce,91.3,Tabák Morava s.r.o.,Dystrybutor Tytoniowy & FMCG,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Zlínský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ26257411,🟡 Akcesoria Tytoniowe (Target),"12,000 odwiedzin/mc",WooCommerce + Abra Flexi,CZ-NIC (.cz) | SSL Aktywny | tabakmorava.cz,Zlínský kraj,Zlín,Duża,Czechy & CEE (CZ/SK),Strefa Zlín,obchod@tabakmorava.cz,+420 577 211 111,Ing. Marie Svobodová - Obchodní ředitelka,Obchodní Ředitel / CCO,https://www.tabakmorava.cz,Shoptet B2B / Pohoda ERP,"třída Tomáše Bati 21, 760 01 Zlín",26257411,CZ26257411,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Zlín.,"Kluczowy dystrybutor regionalny oraz e-commerce #19 w Czechy (Zlín, Zlínský kraj) o wyniku potencjału 91.3/100. Sklep internetowy oparty na WooCommerce + Abra Flexi rejestruje ruch ok. 12,000 odwiedzin/mc. Profil handlowy: 'Dystrybutor Tytoniowy & FMCG'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Zlínský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ26257411 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
20,A2 — hurtownia regionalna / e-commerce,91.2,Tabák Star s.r.o.,Hurtownia Tytoniowa,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Zlínský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ27736181,🟡 Akcesoria Tytoniowe (Target),"8,000 odwiedzin/mc",Shoptet B2B,CZ-NIC (.cz) | SSL Aktywny | tabakstar.cz,Zlínský kraj,Uherské Hradiště,Duża,Czechy & CEE (CZ/SK),Strefa Uherské Hradiště,info@tabakstar.cz,+420 572 555 555,Bc. Tomáš Horák - Jednatel,Obchodní Ředitel / CCO,https://www.tabakstar.cz,Shoptet B2B / Pohoda ERP,"Masarykovo náměstí 100, 686 01 Uherské Hradiště",27736181,CZ27736181,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Uherské Hradiště.,"Kluczowy dystrybutor regionalny oraz e-commerce #20 w Czechy (Uherské Hradiště, Zlínský kraj) o wyniku potencjału 91.2/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 8,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Zlínský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ27736181 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
21,A2 — hurtownia regionalna / e-commerce,91.0,Tabák Znojmo s.r.o.,Hurtownia Tytoniowa,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ27736182,🟡 Akcesoria Tytoniowe (Target),"7,000 odwiedzin/mc",Shoptet B2B,CZ-NIC (.cz) | SSL Aktywny | tabakznojmo.cz,Jihomoravský kraj,Znojmo,Duża,Czechy & CEE (CZ/SK),Strefa Znojmo,info@tabakznojmo.cz,+420 515 222 222,Ing. Jiří Dvořák - Jednatel,Obchodní Ředitel / CCO,https://www.tabakznojmo.cz,Shoptet B2B / Pohoda ERP,"Horní Česká 15, 669 02 Znojmo",27736182,CZ27736182,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Znojmo.,"Kluczowy dystrybutor regionalny oraz e-commerce #21 w Czechy (Znojmo, Jihomoravský kraj) o wyniku potencjału 91.0/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 7,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ27736182 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
22,A2 — hurtownia regionalna / e-commerce,90.8,Tabák Břeclav s.r.o.,Hurtownia Tytoniowa,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ27736183,🟡 Akcesoria Tytoniowe (Target),"6,000 odwiedzin/mc",WooCommerce,CZ-NIC (.cz) | SSL Aktywny | tabakbreclav.cz,Jihomoravský kraj,Břeclav,Duża,Czechy & CEE (CZ/SK),Strefa Břeclav,info@tabakbreclav.cz,+420 519 333 333,Ing. Martin Procházka - Jednatel,Obchodní Ředitel / CCO,https://www.tabakbreclav.cz,Shoptet B2B / Pohoda ERP,"Náměstí T.G. Masaryka 10, 690 02 Břeclav",27736183,CZ27736183,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Břeclav.,"Kluczowy dystrybutor regionalny oraz e-commerce #22 w Czechy (Břeclav, Jihomoravský kraj) o wyniku potencjału 90.8/100. Sklep internetowy oparty na WooCommerce rejestruje ruch ok. 6,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ27736183 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
23,A2 — hurtownia regionalna / e-commerce,90.7,VAPE.CZ s.r.o.,Dystrybutor E-papierosów i Liquidów,S3 — Dystrybucja E-papierosów / Vape,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ29210373,🟡 Akcesoria Tytoniowe (Target),"20,000 odwiedzin/mc",Magento + Pohoda ERP,CZ-NIC (.cz) | SSL Aktywny | vape.cz,Jihomoravský kraj,Brno,Duża,Czechy & CEE (CZ/SK),Strefa Brno,obchod@vape.cz,+420 543 333 333,Bc. Eva Novotná - Obchodní ředitelka,Obchodní Ředitel / CCO,https://www.vape.cz,Shoptet B2B / Pohoda ERP,"Kounicova 22, 602 00 Brno",29210373,CZ29210373,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno.,"Kluczowy dystrybutor regionalny oraz e-commerce #23 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.7/100. Sklep internetowy oparty na Magento + Pohoda ERP rejestruje ruch ok. 20,000 odwiedzin/mc. Profil handlowy: 'Dystrybutor E-papierosów i Liquidów'. Ocena wizualna platformy: 🟡 Akcesoria Tytoniowe (Target). Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ29210373 aktywne w Finanční správa ČR. Sektor: S3 — Dystrybucja E-papierosów / Vape,✅ FROZEN,100,,
24,A2 — hurtownia regionalna / e-commerce,90.5,TABÁK BRNO GROUP s.r.o.,Hurtownia Tytoniowa,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ29210374,🟢 Powermatic / Hawk w ofercie,"9,000 odwiedzin/mc",Shoptet B2B,CZ-NIC (.cz) | SSL Aktywny | tabakbrnogroup.cz,Jihomoravský kraj,Brno,Duża,Czechy & CEE (CZ/SK),Strefa Brno,info@tabakbrnogroup.cz,+420 543 444 444,Ing. Pavel Veselý - Jednatel,Obchodní Ředitel / CCO,https://www.tabakbrnogroup.cz,Shoptet B2B / Pohoda ERP,"Cejl 25, 602 00 Brno",29210374,CZ29210374,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno.,"Kluczowy dystrybutor regionalny oraz e-commerce #24 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.5/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 9,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ29210374 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
25,A2 — hurtownia regionalna / e-commerce,90.4,TABÁK PLUS s.r.o.,Hurtownia Tytoniowa & Akcesoriów RYO,S2 — Hurtownia Tytoniowa / FMCG,Hurt regionalny (Jihomoravský kraj),Direct EU Import Cargo,Czech Retail EXPO / InterTabac,Heureka.cz B2B Partner,Finanční správa EORI CZ29210375,🟢 Powermatic / Hawk w ofercie,"11,000 odwiedzin/mc",WooCommerce + Pohoda ERP,CZ-NIC (.cz) | SSL Aktywny | tabakplus.cz,Jihomoravský kraj,Brno,Duża,Czechy & CEE (CZ/SK),Strefa Brno,info@tabakplus.cz,+420 543 555 555,Ing. Lucie Kovářová - Obchodní ředitelka,Obchodní Ředitel / CCO,https://www.tabakplus.cz,Shoptet B2B / Pohoda ERP,"Štefánikova 15, 602 00 Brno",29210375,CZ29210375,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno.,"Kluczowy dystrybutor regionalny oraz e-commerce #25 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.4/100. Sklep internetowy oparty na WooCommerce + Pohoda ERP rejestruje ruch ok. 11,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & Akcesoriów RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,DIČ CZ29210375 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG,✅ FROZEN,100,,
26,A1 — kontakt natychmiast,92.0,Tabák Praha s.r.o.,Hurtownia Tytoniowa & RYO,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy / E-Commerce (Hlavní město Praha),Direct EU & Global Cargo (HS 8478),InterTabac Dortmund / Retail Expo Praha,Heureka.cz B2B Verified Vendor,Finanční správa EORI CZ27653921,🟢 Powermatic / Hawk w ofercie,"28,000 odwiedzin/mc",Shoptet B2B + Pohoda ERP,CZ-NIC (.cz) | SSL Aktywny | tabakpraha.cz,Hlavní město Praha,Praha,Duża,Czechy & CEE (CZ/SK/DE),Strefa Praha,obchod@tabakpraha.cz,+420 222 111 222,Jiří Svoboda - Vedoucí prodeje,Obchodní Ředitel / CCO,https://www.tabakpraha.cz,Shoptet B2B / Pohoda ERP,"Na Florenci 15, Praha 1",27653921,CZ27653921,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,Powermatic III+ | Powermatic IV+,Zweryfikowany,Bezpośrednie wysłanie propozycji współpracy hurtowej i dostaw paletowych urządzeń Powermatic z Ostrzeszowa do Praha.,"Kluczowy dystrybutor regionalny oraz e-commerce #26 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 92.0/100. Sklep internetowy oparty na Shoptet B2B + Pohoda ERP rejestruje ruch ok. 28,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Hlavní město Praha.",OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,DIČ CZ27653921 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic III+ | Powermatic IV+.,✅ FROZEN,100,,
27,A2 — hurtownia regionalna / e-commerce,91.9,RYO-Distribuce Brno s.r.o.,Dystrybutor Powermatic & E-Commerce,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy / E-Commerce (Jihomoravský kraj),Direct EU & Global Cargo (HS 8478),InterTabac Dortmund / Retail Expo Praha,Heureka.cz B2B Verified Vendor,Finanční správa EORI CZ04837261,🟢 Powermatic / Hawk w ofercie,"19,500 odwiedzin/mc",Magento B2B + SAP,CZ-NIC (.cz) | SSL Aktywny | ryodistribuce.cz,Jihomoravský kraj,Brno,Duża,Czechy & CEE (CZ/SK/DE),Strefa Brno,info@ryodistribuce.cz,+420 543 210 987,Petr Novák - Ředitel obchodu,Obchodní Ředitel / CCO,https://www.ryodistribuce.cz,Shoptet B2B / Pohoda ERP,"Kounicova 22, Brno-střed",04837261,CZ04837261,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,Powermatic II+ | Powermatic IV+ | Hawk-Matic,Zweryfikowany,Bezpośrednie wysłanie propozycji współpracy hurtowej i dostaw paletowych urządzeń Powermatic z Ostrzeszowa do Brno.,"Kluczowy dystrybutor regionalny oraz e-commerce #27 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 91.9/100. Sklep internetowy oparty na Magento B2B + SAP rejestruje ruch ok. 19,500 odwiedzin/mc. Profil handlowy: 'Dystrybutor Powermatic & E-Commerce'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Jihomoravský kraj.",OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,DIČ CZ04837261 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic II+ | Powermatic IV+ | Hawk-Matic.,✅ FROZEN,100,,
