related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
,,PL-A-011,A4,PIOTR KRĘTOWSKI,PL,,Polska (Adres w rejestrze KRS/CEIDG),PL5422935796,CEIDG (NIP 5422935796),https://www.intersmokerhurt.pl,,kontakt@intersmokerhurt.pl,+48 154140039,,,,,reseller,,,mix,,🔴,B2B only,,,,,,CEIDG API (NIP 5422935796),2026-08-14,2026-08-18 ✅ FROZEN (API),"Hurtownia e-papierosów B2B (PHU Maximus): papierosy jednorazowe wielu marek, premixy, aromaty, bazy, shoty nikotynowe; 15 punktów odbioru w PL.",duży
,,PL-A-012,A4,GRZEGORZ MUŻYK,PL,,Polska (Adres w rejestrze KRS/CEIDG),PL6312426137,CEIDG (NIP 6312426137),https://www.epapierosy-hurt.pl,,j@email.com,+48 177334242,,,,,reseller,,,mix,,🔴,B2B only,,,,,,CEIDG API (NIP 6312426137),2026-08-14,2026-08-18 ✅ FROZEN (API),"Profesjonalna hurtownia e-papierosów i CBD (B2B): liquidy na solach, żelki CBD Biocanna, zapalniczki benzynowe; dystrybutor Vape.",duży
,,PL-A-013,A4,ENZO VAPE CITY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,,"WOJSKA POLSKIEGO 74 M2, 78-200 BIAŁOGARD",PL6722094396,KRS 0000845347,https://www.e-enzo.pl,,biuro@e-enzo.pl,+48 515 205 569,,,,,reseller,,,mix,,🔴,B2B only,,,,PREZES ZARZĄDU,,KRS API (KRS 0000845347),2026-08-17,2026-08-18 ⚠️ DO-WERYFIKACJI (API),"Hurtownia elektronicznych papierosów w Białogradzie - „największa w Polsce""; e-papierosy, liquidy, akcesoria; B2B i detal.",duży
,,PL-A-014,A4,PROMOTORZY TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,Warszawa,"ul. Odrowąża 15, 03-310 Warszawa",PL5242751528,KRS 0000422037,https://www.dym.pl,,filter@pl.html,+48 178397622,,,,,reseller,,,mix,,🔴,B2B only,,,,PREZES ZARZĄDU,,KRS API / CEIDG API + web search 2026-08-17,2026-08-17,2026-08-18 ✅ FROZEN (API),"Sieć Smoke Shopów i sklep dym.pl (Promotorzy Trading): bibułki, shishy, bongi, fajki, snus, premixy; siedziba przy ul. Marywilskiej, Warszawa.",duży
,,PL-A-015,A4,JAKUB KRAWCZYK,PL,,Polska (Adres w rejestrze KRS/CEIDG),PL4990696800,CEIDG (NIP 4990696800),https://www.drkonopny.pl,,biuro@drkonopny.pl,+48 162746852,,,,,reseller,,,mix,,🔴,B2B only,,,,,,CEIDG API (NIP 4990696800),2026-08-14,2026-08-18 ✅ FROZEN (API),"Sklep CBD: olejki 3-30% z atestami, susz konopny, pre-rollsy, kwiaty CBG, olejki dla zwierząt; 418 produktów. Koszalin, ul. Zwycięstwa.",duży
,,PL-A-016,A4,PIOTR MOŁONIEWICZ,PL,,Polska (Adres w rejestrze KRS/CEIDG),PL1132986837,CEIDG (NIP 1132986837),https://www.cybuchshisha.pl,,sklep@cybuchshisha.pl,+48 178213104,,,,,reseller,,,mix,,🔴,B2B only,,,,,,CEIDG API (NIP 1132986837),2026-08-14,2026-08-18 ✅ FROZEN (API),"Stacjonarny i online sklep z fajkami wodnymi w Warszawie: shishy, cybuchy, melasy, tytonie, węgielki, HMD, akcesoria; Piotr Mołoniewicz (15 lat doświadczenia).",duży
,,PL-A-017,A4,ALPERATA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,Łódź,"ul. Rewolucji 1905 r. 59, 90-216 Łódź",PL7282844071,KRS 0000835586,https://www.bulut.zone,,info@bulut.zone,+48 325058878,,,,,reseller,,,mix,,🔴,B2B only,,,,PREZES,,KRS API / CEIDG API + web search 2026-08-17,2026-08-17,2026-08-18 ✅ FROZEN (API),"Sklep vape & shisha (bulut.zone): fajki wodne Mr.Eds, kamyczki Ice Rockz, e-papierosy, liquidy; hasło „Poczuj się w chmurze"". Łódź.",duży
,,PL-A-018,A4,"SPÓŁDZIELNIA ""BIELSIN""",PL,Bielsko-Biała,"ul. Strażacka 35, 43-382 Bielsko-Biała",PL5470083919,KRS 0000115372,https://www.bielsin.pl,,info@bielsin.pl,+48 242869739,,,,,reseller,,,mix,,🔴,B2B only,,,,PREZES ZARZĄDU,,KRS API / CEIDG API + web search 2026-08-17,2026-08-17,2026-08-18 ✅ FROZEN (API),"Spółdzielnia produkująca z tworzyw sztucznych i metali: środki ochrony indywidualnej, akcesoria tytoniowe, złącza energetyczne, podzespoły motoryzacyjne. Bielsko-Biała.",duży
,,PL-A-019,A4,ATG Wojciech Pater,PL,,Polska (Adres w rejestrze KRS/CEIDG),PL5542718417,CEIDG 365525180,https://www.atgdystrybucja.pl,,atg.zamowienia@gmail.com,+48 749696972,,,,,reseller,,,mix,,🔴,B2B only,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-14,2026-08-18 ✅ FROZEN (API),"Hurtownia B2B e-papierosów (od 2016): pody, liquidy, liquidy na solach, akcesoria vapowania i tytoniowe; marka VBar.",duży
,,PL-A-020,A4,STOPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL,Malbork,"al. Wojska Polskiego 494-496, 82-200 Malbork",PL5790006978,KRS 0000536165,https://stopol.pl,,stopol@stopol.plnip,+48 58 333 48 05,,,,,reseller,OCB,,mix,mały,🟢,B2B only,,,,Członek Zarządu,,KRS API / CEIDG API + web search 2026-08-17,2026-08-17,2026-08-18 ✅ FROZEN (API),"Hurtownia FMCG od 1989: art. spożywcze, przemysłowe, higieniczne, tytoniowe, farmaceutyki OTC, karty prepaid; portal B2B. Malbork + Gdańsk, Starogard, Bydgoszcz.",duży
,,PL-A-021,A4,BENIAMIN BUGNO,PL,BRZYSKA,"BŁAŻKOWA 9, 38-212 BRZYSKA",PL6852336998,CEIDG (NIP 6852336998),https://www.bensonstrade.pl,,brzyskabensonstrade.pl@gmail.comtel,+48 662 405 220,,,,,reseller,Gerui,Gerui,mix,mały,🟢,B2B only,,,,,,CEIDG API (NIP 6852336998),2026-08-14,2026-08-18 ✅ FROZEN (API),"Wielobranżowa hurtownia internetowa BensonsTrade (Royal Trade Bugno Beniamin): towary z Chin, elektronika, sport, AGD, zabawki; tylko sprzedaż hurtowa. Brzyska.",duży
,,PL-A-022,A4,STALCO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWO-AKCYJNA,PL,Skawina,"ul. Ofiar Katynia 1, 32-050 Skawina",PL6792455066,KRS 0000425156,https://stalco.pl,,info@stalco.uk,+48 12 350 04 10,,,,,reseller,Champ,Champ,mix,mały,🟢,B2B only,,,,Członek Zarządu,,KRS API / CEIDG API + web search 2026-08-17,2026-08-17,2026-08-18 ✅ FROZEN (API),"Polski producent i dystrybutor narzędzi: narzędzia ręczne, elektronarzędzia, BHP; marki STALCO i STALCO Perfect. Siedziba Skawina, ul. Torowa 41.",duży
,,PL-A-023,A4,BEMAG K. WOŁOSZYN SPÓŁKA KOMANDYTOWA,PL,GUTOWO WIELKIE,"GUTOWO WIELKIE 26 MA, 62-302 GUTOWO WIELKIE",PL7891798278,KRS 0000940388,https://bemag.pl,,biuro@bemag.pl,+48 796 363 606,,,,,reseller,Angel,Angel,mix,mały,🟢,B2B only,,,,,,KRS API (KRS 0000940388),2026-08-14,2026-08-18 ⚠️ DO-WERYFIKACJI (API),"Internetowa hurtownia zabawek (B2B, tylko dla firm z NIP/REGON); importer zabawek z Chin, pełen asortyment. Gutowo Wielkie k. Wrześni.",duży
,,PL-A-024,A4,"HORST SPÓŁKA CYWILNA ANNA KRAWCZYK, KRZYSZTOF PŁACZKIEWICZ",PL,CZĘSTOCHOWA,"WARSZAWSKA 106A, 42-200 CZĘSTOCHOWA",PL9492162686,CEIDG (NIP 9492162686),https://horstsc.pl,,horst@horstsc.pl,+48 721-555-050,,,,,reseller,,,mix,mały,🟢,B2B only,,,,,,CEIDG API (NIP 9492162686),2026-08-14,2026-08-18 ⚠️ DO-WERYFIKACJI (API),"Wielobranżowa hurtownia online w Częstochowie: kosmetyki, chemia gospodarcza, upominki, AGD, „wszystko po 4 zł"", zabawki, biuro; integracja Baselinker.",duży
,,PL-A-025,A4,AGATA SĘKOWSKA,PL,LUBLIN,"FRANCISZKA STEFCZYKA 32 M3, 20-151 LUBLIN",PL9462453893,CEIDG (NIP 9462453893),https://cannmedia.pl,,sklep@bletki.com,+48 881 253 854,,,,,reseller,Matteo,Matteo,mix,mały,🟢,B2B only,,,,,,CEIDG API (NIP 9462453893),2026-08-14,2026-08-18 ✅ FROZEN (API),"Hurtownia akcesoriów do palenia (Bletki.com): wyłączny dystrybutor smart filtrów Rolls, filtrów węglowych Hybrid i bibułek Shine 24K w Polsce. Lublin.",duży
,,PL-A-026,A4,PARROT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,KRAKÓW,"LIPOWA 3D, 30-702 KRAKÓW",PL6772450396,KRS 0000827289,https://sklepcarmen.pl,,920sklep@sklepcarmen.pl,+48 798 820 920,,,,,reseller,Matteo,Matteo,mix,mały,🟢,B2B only,,,,CZŁONEK ZARZĄDU,,KRS API (KRS 0000827289),2026-08-14,2026-08-18 ⚠️ DO-WERYFIKACJI (API),"Internetowy sklep zoologiczny Carmen: karmy, akcesoria, transportery, zabawki dla psów, kotów i ptaków; dostawa do Paczkomatu. Kraków.",duży
,,PL-A-027,A4,PLASTECH PAWEŁ WIŚNIEWSKI SPÓŁKA KOMANDYTOWO-AKCYJNA,PL,TORUŃ,"RELAKSOWA 4, 87-100 TORUŃ",PL9562374503,KRS 0000966964,https://www.plastech.pl,,,+48 530 704 050,,,,,reseller,Premier,Premier,mix,mały,🟢,B2B only,,,,PREZES ZARZĄDU,,KRS API (KRS 0000966964),2026-08-17,2026-08-18 ⚠️ DO-WERYFIKACJI (API),"Wiodący w Polsce portal branżowy o tworzywach sztucznych i opakowaniach (od 2002): katalog firm, wiadomości, ogłoszenia; wydawca „Plast Echo"". Toruń.",duży
,,PL-A-028,A4,TOMASZ DOBEK,PL,GDYNIA,"MORSKA 221 M3, 81-205 GDYNIA",PL5860008825,CEIDG (NIP 5860008825),https://otis-td.pl,,tasmy@otis-td.pl,+48 58 663 20 23,,,,,reseller,Premier,Premier,mix,mały,🟢,B2B only,,,,,,CEIDG API (NIP 5860008825),2026-08-14,2026-08-18 ✅ FROZEN (API),"Wyłączny dystrybutor w PL systemów antykorozyjnych Premier Coatings (taśmy Premtape, SeaShield), korki pneumatyczne Cherne, tłoki piankowe, taśmy klejące. Gdynia.",duży
2017,,PL-A-029,A2,ZOLTA TRADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (zolta.pl),PL,Mielec,"ul. Przemysłowa 24, 39-300 Mielec, Polska",PL8172183841,KRS 0000687730,https://zolta.pl,,kontakt@zolta.pl,+48 17 788 50 00,,,,,reseller,Elektryczne nabijarki do tytoniu | Nabijarki tłokowe | Akcesoria,,,Średni,,E-commerce (zolta.pl) + Hurt B2B,5,bardzo wysoki,Zarząd ZOLTA TRADE Sp. z o.o.,Zarząd,kontakt@zolta.pl,VIES PL8172183841 | KRS API | zolta.pl,2026-08-17,2026-08-18 ⚠️ DO-WERYFIKACJI (API),Duży dystrybutor e-commerce i bezpośredni importer elektrycznych maszynek do napełniania gilz tytoniowych z magazynem w Mielcu. Dedykowany asortyment nabijarek.,średni
2004,,PL-A-030,A2,"PRIMA-TECH JERZY ROTT, SANDRA ROTT S.C. (primarket.pl)",PL,Poczesna,"ul. Górna 2a, 42-262 Poczesna, Polska",PL9491922250,REGON 240040924,https://primarket.pl,,sklep@primarket.pl,+48 34 365 89 00,,,,,reseller,Elektryczne nabijarki tłokowe (C77 / Gerui) | Części zamienne,,,Średni,,Sklep internetowy (primarket.pl) + Allegro,5,bardzo wysoki,Jerzy Rott / Sandra Rott,Wspólnicy,sklep@primarket.pl,VIES PL949192250 | CEIDG | primarket.pl,2026-08-17,2026-08-18 ⚠️ DO-WERYFIKACJI (API),Dystrybutor i platforma e-commerce primarket.pl z bezpośrednią sprzedażą elektrycznych tłokowych nabijarek do gilz (m.in. model C77) oraz akcesoriów.,średni
2007,,PL-A-031,A2,P&P CIGARRO.PL MARCIN PLESZKO TOMASZ PRZYGOŃSKI S.C. (cigarro.pl),PL,Szczecin,"ul. Łukasińskiego 110, 71-215 Szczecin, Polska",PL8513011898,REGON 320355681,https://cigarro.pl,,kontakt@cigarro.pl,+48 91 487 00 11,,,,,reseller,Powermatic | OCB | Mascotte | Atomic | Maszynki do gilz,,,Średni,,Sklep stacjonarny + Hurt-detal online (cigarro.pl),5,bardzo wysoki,Marcin Pleszko / Tomasz Przygoński,Wspólnicy,kontakt@cigarro.pl,CEIDG NIP 8513011898 | REGON 320355681 | cigarro.pl (op. IGUANA SP. K. NIP 1251380928),2026-08-15,2026-08-18 ⚠️ DO-WERYFIKACJI (API),Specjalistyczny sklep i hurtownia akcesoriów dla palaczy w Szczecinie. Dedykowany asortyment maszynek do nabijania gilz (Powermatic | OCB | Mascotte) oraz gilz.,średni
